feature,importance
traffic_pressure,0.2225682463137823
酒店住宿_1,0.129303332392416
酒店住宿,0.09079989417367233
公司企业_1,0.09011967049773138
sky_view,0.08880340558757695
旅游景点_1,0.08762571011819606
运动健身_1,0.08528169585162175
医疗保健_1,0.0714287717361755
walkability,0.07130920433290619
商务住宅_1,0.06276006899592147
