feature,importance
traffic_pressure,0.21146675872714016
公司企业_1,0.15268815145276177
sky_view,0.1351865885554486
street_activity,0.0935849450814836
酒店住宿_1,0.0909392092740223
酒店住宿,0.07848956019034072
运动健身_1,0.06842963144587613
餐饮美食,0.06610334387377988
green_view,0.05650807890742349
医疗保健_1,0.046603732491723435
