feature,importance
traffic_pressure,0.2902652259692381
医疗保健_1,0.09849495072759354
street_activity,0.0968786829115824
sky_view,0.08735783721953372
酒店住宿_1,0.0776051475583063
旅游景点_1,0.07746627486943775
运动健身_1,0.07463132559960653
green_view,0.07399474088894704
交通设施,0.06872523162220294
餐饮美食_1,0.054580582633551686
