feature,importance
traffic_pressure,0.2521787815480598
street_activity,0.11323238762598137
interface_continuity,0.10550106297391709
酒店住宿_1,0.09074975282456516
sky_view,0.08502408232417234
医疗保健_1,0.08364134432138347
公司企业_1,0.07985647436507563
运动健身_1,0.07880840055426143
交通设施,0.06075081917233226
旅游景点_1,0.050256894290251486
