feature,importance
traffic_pressure,0.21480854343896927
酒店住宿,0.1519933784354424
street_activity,0.14679544045443238
酒店住宿_1,0.10160004508083183
医疗保健_1,0.08327502539515552
休闲娱乐_1,0.07623685240454692
休闲娱乐,0.07167926845556469
sky_view,0.05569104893964302
运动健身_1,0.049889144082622496
餐饮美食,0.04803125331279166
