feature,importance
sky_view,0.17477797331620137
运动健身_1,0.13055198056404124
酒店住宿_1,0.1241958530529715
traffic_pressure,0.1161750469554025
公司企业_1,0.11213968050648408
green_view,0.08144060356999142
小区均价,0.08065053855281257
生活服务,0.07591825644194528
street_activity,0.05971279504922695
interface_continuity,0.04443727199092301
