feature,importance
酒店住宿,0.1755379536332066
traffic_pressure,0.17498692299498309
酒店住宿_1,0.13099930638663002
旅游景点_1,0.1287524952884879
sky_view,0.08784602008489417
公司企业_1,0.0792696385251776
运动健身_1,0.0692306412324346
商务住宅_1,0.0674991542830285
金融机构_1,0.043857912129470496
医疗保健_1,0.042019955441687046
