grid_id,A_original
9205,0.1228827338520405
9049,0.1254014733944082
9520,0.099344778978124
9363,0.1200053713759886
9677,0.0925753608092219
9206,0.1235972485033385
9050,0.1420043893948077
9207,0.1292691116285298
9051,0.1408860503027255
9208,0.1351540464979313
9052,0.1606084754998583
9209,0.1468290370897466
9053,0.1590214507001283
9210,0.1506991487901958
9211,0.1643331451220262
7641,0.3013842432419026
7954,0.2256075885008321
7955,0.2611342882660873
7798,0.2721619786055294
7956,0.287293337193872
7799,0.3080860172487286
7484,0.3608615948423569
7642,0.3110150879736421
7485,0.3570926950508633
7328,0.3569011336642852
7486,23.88851154674433
7329,0.3670367268319052
7643,0.320899203630037
7487,0.364957421666721
7330,0.3788252966021729
7644,0.315676282148623
7171,0.3682967712037939
7015,0.369705803969189
7172,0.3690408943803711
7016,0.3688984607994762
7957,0.3069034665143525
7800,0.315318501244511
7958,0.3307489711904758
7801,0.3363862161608344
7959,0.3497793727009315
7802,0.3404182755739118
7960,0.3389203649970651
7803,0.3585618442871371
7961,0.363625145125979
7804,33.164490684782386
7173,44.35382202974705
6859,0.3638153641335976
7017,43.904257616789934
7174,0.3768180554573728
6860,0.3736904096427929
7018,0.3818955851566678
7175,37.00463533398354
6861,46.93988566752397
7019,0.3882817258228074
6862,0.3809714800393906
9995,0.1039281719394081
10152,20.15306612677873
10153,0.114025512301697
9996,0.1194642939773494
10154,32.025098574359994
9997,42.47723747497609
10309,40.94648905419508
10467,0.0996661578200634
10310,34.975407582787405
10468,0.1115986895397892
10311,0.1149768360219188
10469,30.798659098468985
10624,0.1016371948965293
10625,0.1091939598693264
10782,0.1186850165603576
10626,31.356918786562023
10783,30.19538132724697
10627,31.540510974546898
10155,32.848260415214895
9998,0.1686129480928865
9999,0.1902178553508569
10156,0.1715609279332066
10000,17.98162059069549
10157,30.26251239580152
10001,31.309672509626004
10158,0.2187852694375436
10002,0.2205821040440707
10159,0.2288529072171902
10312,0.1361279694271562
10313,0.1627580291319394
10470,0.154946328573575
10471,0.1738551024764329
10314,0.1895950899243399
10472,33.20741193983676
10315,0.2070897810715771
10473,0.2142056886001235
10316,29.410466849568145
10474,0.2283847351779333
10003,0.2258946828226516
10160,33.58880326934357
10004,0.2184788409999861
10161,0.2256111005771532
10162,0.2353690433963849
10005,0.2244039738685722
10163,0.2254263262866442
10006,0.2239767936719426
10164,26.663809484602968
10007,18.809825714610312
10317,28.906836503869386
10475,0.2592137423440367
10318,0.2583167836624795
10476,0.2589552210363396
10319,0.2603042232473683
10477,0.2341555422424811
10320,0.2516911069733193
10321,0.2437728933111688
10478,0.2383066786068211
10322,0.2227761638777223
8580,0.1904891384492073
8423,0.1926798642267279
8581,0.1959232610485747
8424,0.199185723186873
8582,0.1956224078098362
8893,0.1430172541551012
8736,0.1585182342218323
8894,37.35223432304818
8737,0.1641636577365505
8895,0.1617487856496092
8738,0.169413134275213
8739,0.1850279061861195
8896,0.1673275113154052
8110,0.2177533813505766
8267,0.2070237631429691
8268,0.2304242819209333
8111,0.2457647252110404
8269,0.2625270622012726
8112,0.2638693935147335
8270,0.2691318931255014
8425,0.2176843073844128
8583,0.2200939876101628
8426,0.2253428727790299
8584,0.2456914780907874
8427,0.2601609994312085
8585,0.2719073448745271
8428,0.2863595688049594
8586,0.2904069022918741
8429,0.3004169899952855
8587,36.21187359066548
8897,0.1744185004284714
8740,0.2052247939356227
8898,0.1933195229508829
8741,0.2201698779570202
8899,0.2386927497561019
8742,0.2577350558240875
8900,0.2492988561544809
8743,0.2632294221120188
8901,0.2690308141485599
8744,0.2876471512308107
8113,0.281100247736303
8271,0.3035972874900284
8114,0.3085221152942551
8272,0.3215396188464273
8115,0.3306341905357136
8273,0.3394344142610375
8116,0.349608136474405
8274,0.3382512705355962
8117,0.3349030365156764
8275,0.3493849258994552
8430,0.3248589197846233
8588,0.3122260403248169
8431,32.634775153762824
8589,0.3250673885121572
8432,39.84865869760453
8590,0.3454249572981635
8433,0.3493509928206775
8591,43.5481658362519
8434,0.3485592000456904
8592,0.3597493870439386
8902,0.2813886440056301
8745,34.202268657996605
8903,0.2978350560819283
8746,0.3010914235246837
8747,0.3227044698127638
8904,0.3161789182038894
8905,43.96111747320815
8748,0.3296955115819321
8906,37.26825711837744
8749,22.461790076382552
8118,40.33893860910313
8276,0.3601506530820349
8119,0.3709951825852609
8277,0.3657077981217339
8120,0.3844455256679395
8278,0.3920441375095601
8121,0.3989603002298342
8279,0.4007869049455059
8122,43.81142214187648
8280,0.4091309817001637
8435,26.538009236967085
8593,27.483584158790848
8436,34.12268426792845
8594,0.3834511147913395
8437,0.3925357909461041
8595,0.3791924344430908
8438,0.3977857898857561
8439,0.411598157604818
8596,48.33729298159992
8597,39.02586335646056
11732,0.1790591607830753
11890,0.1730282058429079
12047,0.1670356060744094
12048,0.1817585871634104
12205,0.1680039090266656
12206,34.623811534183226
12049,0.1870599787129486
12050,0.1901610100675407
12207,0.1846531864152601
12051,31.35340260906384
12208,34.422183918516254
11733,0.1824217611929143
11891,0.1792110133424412
11734,0.1917675620657455
11892,0.1907256864503208
11735,0.1997539714923141
11893,0.1970912543491947
11736,0.2042490518438227
11894,0.2001207845645368
11737,0.1988858783747278
11895,0.2008454992748622
10941,0.1389367072714682
11098,0.1296965471242944
11256,0.1347201687071533
11257,0.1465470290353328
11414,0.1541354751105865
11258,38.24658927855639
10784,0.1588030915049319
10628,0.1730439173165113
10785,38.21320460983146
10629,0.178169665303758
10786,30.961326218677875
